,Unnamed: 0_level_0,Unnamed: 1_level_0,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,rot_velocity
,Unnamed: 0_level_1,Unnamed: 1_level_1,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,
,Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,
1914,1914,15.95,-0.520213381064,0.135356468042,0.215895203479,0.815135526054,0.0935666849725,-0.466091325245,1.18653610135,0.0284502545708,0.795564867382,-0.604360424074,0.0318685207763,0.170922980584,0.204340087122,0.653459686284,0.764887194106,0.0228013619692,-0.041317657464,0.642433287873,0.175519105304,0.0863489757835,1.24061710591,110.177181613
1915,1915,15.958333,-0.524165012846,0.134365186624,0.212215550277,0.813733123421,0.0936990321612,-0.474465182707,1.1902454578,-0.0417034393213,-0.44539707287,0.894222009589,-0.0157882296225,0.170744596513,0.213106434706,0.665391323308,0.765724792978,0.0223997366252,-0.0413106071443,0.641449317527,0.175414804502,0.0864948904274,1.24067033489,110.274313424
1916,1916,15.966667,-0.528297269615,0.133341276256,0.207772766562,0.812374652755,0.0937860378844,-0.48363829539,1.19425004526,-0.0461993473461,-0.00258519266555,0.998923361,0.00332504619763,0.170255274881,0.221626114323,0.67827787926,0.766451732192,0.0220688114887,-0.0411960575883,0.640599402606,0.175331451538,0.0866818790152,1.2409106552,110.489583065
1917,1917,15.975,-0.532477410503,0.134192563623,0.202572597413,0.810817184049,0.0936885563168,-0.493763207125,1.19820795038,-0.0388694581171,0.441422371916,0.896114530982,0.0247831023019,0.169890272968,0.230629522366,0.691545464489,0.767268338373,0.0216989915957,-0.0410143255947,0.639645429742,0.175274525537,0.0868903516784,1.24133191336,110.662414321
1918,1918,15.983333,-0.537600320064,0.134423768083,0.197491301112,0.808649078666,0.093414970611,-0.504466240823,1.20241959081,-0.02490532843,0.793895087196,0.606068025299,0.0423304128513,0.169758823754,0.238947898817,0.703743009834,0.767922987413,0.0208023763813,-0.0399614364462,0.638955890603,0.175239572429,0.0871014797777,1.24223081897,110.589866176
1919,1919,15.991667,-0.544515752505,0.134911654495,0.192040900181,0.805246380565,0.0929949900845,-0.515908569415,1.20681914248,-0.00430594103633,0.980612306993,0.189808394205,0.0485153144396,0.169467560256,0.245413843302,0.715749047537,0.768544827098,0.0199524231923,-0.0391963257042,0.638282380769,0.175192203562,0.087254392657,1.24336832966,110.996725314
1920,1920,16.0,-0.553536575928,0.135336690793,0.185550460344,0.800532488973,0.0924929328821,-0.528224155067,1.21157258966,0.016994444339,0.962286194587,-0.26769414568,0.0453465868387,0.169020437372,0.249952840373,0.728097225426,0.769061967996,0.0188698492283,-0.0379808218391,0.637765690002,0.175184758839,0.0874293811141,1.24488947435,111.019710484
1921,1921,16.008333,-0.56351875397,0.135567903255,0.178376140511,0.795141440265,0.0918777915402,-0.541354053271,1.21672724729,0.0307244583675,0.741735403604,-0.669192750027,0.0326444789976,0.168684655637,0.252613745221,0.741924257,0.769460053338,0.0174591710175,-0.0361267873498,0.637433336828,0.175255095036,0.0876592976692,1.24680878499,111.033512962
1922,1922,16.016667,-0.57347538279,0.136537313138,0.170547013904,0.789555104792,0.0910902076105,-0.55537927709,1.22218188419,-0.0441318271625,-0.365131364644,0.929793196807,-0.0146996447219,0.168054506959,0.25517802507,0.75619862621,0.769719552298,0.0164713427899,-0.0346892390566,0.637226146961,0.175295943945,0.0879583311247,1.24884400526,111.182924873
1923,1923,16.025,-0.582964247868,0.137953695499,0.162058964082,0.784129042802,0.0901535649845,-0.570197411381,1.22799985274,-0.0459744102477,0.0889118712885,0.99496443831,0.00517679870042,0.167203530757,0.257299331075,0.771402396958,0.769625288231,0.0153930007391,-0.03274256508,0.637469917468,0.175386912095,0.0883631986978,1.25116711611,111.513506212
1924,1924,16.033333,-0.59247381561,0.140522540566,0.152748409596,0.778393291836,0.0889585516587,-0.585910523899,1.23410675787,-0.035955164718,0.525159020948,0.84976917797,0.0284178292526,0.166548152668,0.260005594025,0.786420958284,0.769126906553,0.0148379246372,-0.0301107198258,0.638213900005,0.175561719271,0.0889659306654,1.25376000311,111.390663753
1925,1925,16.041667,-0.60222118564,0.143437379696,0.143052006334,0.772199122737,0.0874932525948,-0.602201023701,1.24060940397,-0.0204412384933,0.849872239525,0.524734959,0.0441877251876,0.166136218359,0.261397664799,0.80022029945,0.768423360558,0.0144539662314,-0.0278840420904,0.639170636063,0.175724691758,0.0895348007701,1.25653890014,111.6318178
1926,1926,16.05,-0.612695156347,0.146416324694,0.132491981178,0.765253409123,0.0858308250618,-0.619093267043,1.24765530609,0.00276952501911,0.994932452967,0.0878448529064,0.0488367236934,0.165478730799,0.261083548337,0.813861356841,0.767633436335,0.0131691520418,-0.0245818514595,0.640282135807,0.175995834713,0.0900762653073,1.25984858988,111.889628274
1927,1927,16.058333,-0.62379408118,0.150393135555,0.121082143609,0.757365145463,0.0838339528808,-0.636687096287,1.25519325729,0.0251917536125,0.928158126343,-0.368723778999,0.0439390811642,0.164725100605,0.258892209865,0.827740592915,0.767092747556,0.0118588874686,-0.0217619176397,0.641057331582,0.176230622802,0.0904944737599,1.26333048394,111.858659737
1928,1928,16.066667,-0.635541680286,0.154642780972,0.108957336039,0.748532351896,0.0816441364889,-0.654845489391,1.26331301789,-0.0400359627836,-0.663399183359,0.746610861662,-0.0295104464811,0.16397067288,0.25509939061,0.842886028011,0.766790643304,0.00968028939975,-0.0184922518906,0.641557821212,0.17651127011,0.0907231331931,1.2671903631,111.947563994
1929,1929,16.075,-0.648361930426,0.158616819652,0.0959742138294,0.73841483055,0.0792067864026,-0.673411611985,1.27226122071,-0.0495642503023,-0.256701501126,0.965170962104,-0.00963007387379,0.163130932034,0.251116073601,0.858574101707,0.766457833127,0.00708591746347,-0.0153201764059,0.642072793386,0.176745388763,0.0907191510214,1.27131397024,112.044218926
1930,1930,16.083333,-0.663172629547,0.162532688968,0.0829888561014,0.72587742643,0.0764507916515,-0.692224026433,1.28185416136,-0.0472018695862,0.205235023439,0.977497549487,0.0122110363308,0.162123876778,0.247193126004,0.874750075815,0.765730514444,0.00389403516926,-0.0121961718902,0.64303411195,0.176976533691,0.0904236110059,1.27582753723,112.17697616
1931,1931,16.091667,-0.679913182461,0.166424728846,0.0695199423914,0.71076567978,0.0733561340699,-0.711272058325,1.29212455737,-0.0335970106066,0.623656953454,0.780330646739,0.0317384159559,0.161174422615,0.243310049067,0.890329011093,0.764435858008,0.000526087230091,-0.00946462039619,0.644630097952,0.177143980212,0.0898237754803,1.28066733893,112.108284503
1932,1932,16.1,-0.69905986833,0.170571116989,0.0557497098368,0.69217971972,0.0699679026976,-0.730512165777,1.30307484915,-0.0151850900746,0.908164724235,0.415911766139,0.0449849917298,0.160554994307,0.238255787148,0.904434627141,0.762333303853,-0.00349027938712,-0.00626425954022,0.647144891689,0.177376106885,0.0889979790236,1.28605123395,112.350559129
1933,1933,16.108333,-0.720756512868,0.173758164808,0.0418579191229,0.669750747612,0.0661674107706,-0.749695718648,1.31481730666,0.00812164033582,0.99808128244,-0.0385487948782,0.0477680124682,0.159764400347,0.231360973492,0.918243402977,0.759249720765,-0.00763039106896,-0.00268983482776,0.650749109441,0.177654703404,0.0880167636391,1.29198505584,112.558120991
1934,1934,16.116667,-0.743120478103,0.178781352992,0.0276224208408,0.644240781628,0.0620091673323,-0.769175669992,1.32711887722,0.0293788287048,0.872865151962,-0.48548274206,0.0393677288664,0.158865737107,0.222743791082,0.93266260572,0.754810291079,-0.0117825197503,0.00100197026263,0.655836559491,0.177990428707,0.0868720506503,1.29845567917,112.503115904
1935,1935,16.125,-0.764809731499,0.183157676832,0.0162839665041,0.617457830509,0.0574189721556,-0.787912680118,1.33981166677,-0.0440777945767,-0.559366273231,0.827455326112,-0.0220046287213,0.157932699641,0.213312217264,0.948061854627,0.749205679043,-0.0161863787664,0.00483378119116,0.662121957189,0.178384362414,0.0856296601324,1.30558509908,112.588146655
1936,1936,16.133333,-0.784241020419,0.188595326882,0.00219486001726,0.591094753114,0.0525691515837,-0.806725575836,1.35357299089,-0.0522458431656,-0.124752723721,0.990810343144,-0.00141198983231,0.156839486015,0.203810639086,0.963571700539,0.741463104725,-0.0202310355643,0.00952826550031,0.670620892672,0.178894173382,0.0844591826458,1.3134212119,112.72911633
1937,1937,16.141667,-0.802695041039,0.194889979255,-0.0118730321958,0.563522491284,0.0473525030088,-0.825273529356,1.36798717358,-0.0466541863471,0.337303772348,0.940011668668,0.0206788496655,0.155802555706,0.194649404066,0.979228888466,0.731504689999,-0.0233316920488,0.0151667312024,0.681268295842,0.179514239006,0.0835804276925,1.3218723385,112.755795345
1938,1938,16.15,-0.820648447589,0.200904621364,-0.0261297205893,0.534313294132,0.0418850215353,-0.843332686135,1.3832884762,-0.0318580421027,0.726337777161,0.685478879562,0.0392071970111,0.154909821637,0.185435100314,0.993651475879,0.718857353863,-0.025625545194,0.0202458777592,0.69439004937,0.180118274763,0.0827916437395,1.33067948651,112.736037719
1939,1939,16.158333,-0.837588729301,0.207381575567,-0.0411436922688,0.503731276822,0.0361116375369,-0.860953083814,1.39952348432,-0.010112166458,0.957969788499,0.282487966585,0.0489098880399,0.154068787379,0.175001664749,1.00690814421,0.703484314868,-0.0268509673945,0.0250146109748,0.709762716351,0.180744695639,0.0822051706127,1.33983100637,112.90108688
1940,1940,16.166667,0.85205666151,-0.211775667761,0.0571936290007,-0.475267715002,0.0304372003799,-0.877435176167,1.41674383239,0.0138905021764,0.981993498912,-0.182366063687,0.0473121639626,0.15317572613,0.162884830208,1.01995246991,0.685773272666,-0.0281485027668,0.0291455231873,0.726686465243,0.18125348697,0.081671213283,1.34936808799,112.90472627
1941,1941,16.175,0.865050065028,-0.218655189872,0.0743904942852,-0.445358672642,0.0241955353533,-0.893787812323,1.4347612607,0.0339245772606,0.792698322056,-0.607659431811,0.0350500812916,0.152201212574,0.149475588992,1.03364914528,0.666478968137,-0.0288966133272,0.0332686526803,0.74422037564,0.181786828082,0.0813902676665,1.35909013327,112.800504108
1942,1942,16.183333,0.876828743679,-0.225781334978,0.09255816389,-0.414279047661,0.0177025769298,-0.909427465857,1.45371882032,-0.0486565011672,-0.431566717659,0.900639884048,-0.0151826336983,0.151166960246,0.135991681147,1.04793081127,0.647163426271,-0.0295846501379,0.0365694531701,0.760898760196,0.182243003137,0.0812607113889,1.36872954503,112.779830744
1943,1943,16.191667,0.888115682267,-0.23299526498,0.1126810229,-0.379824602266,0.0107589709125,-0.924231851445,1.47382629184,-0.0513571609033,0.023040058329,0.998378541587,0.0084785278219,0.150082467321,0.122912610878,1.06265178781,0.628690181583,-0.0305243917555,0.04009296267,0.776021566345,0.182605136868,0.0813753326432,1.37842865271,112.753016087
1944,1944,16.2,0.899711371528,-0.239214228557,0.132103812656,-0.340359491539,0.0036132004277,-0.937550463935,1.49453670575,-0.042828695599,0.47252801145,0.879735688358,0.0307912302053,0.149118249604,0.110497116092,1.07674713392,0.611238910664,-0.0326230919417,0.0437536643852,0.789562122201,0.182836429926,0.0816031514021,1.38844117162,112.609820547
1945,1945,16.208333,0.911040760153,-0.245169515232,0.150767916944,-0.295238339923,-0.00379411899953,-0.949335809846,1.51543617504,-0.0259047390477,0.8192214125,0.570902928217,0.0476976765587,0.14838943553,0.0979819154275,1.08938290718,0.594631057252,-0.0361720605442,0.0485626971763,0.801715131596,0.18297056197,0.0820402477546,1.39912851763,112.516172222
1946,1946,16.216667,0.921137216098,-0.252344440269,0.167700239673,-0.24434635704,-0.0116332346256,-0.959616146603,1.53612558986,-0.00243110966001,0.988814478467,0.139111141065,0.0537411137969,0.147636259271,0.0844403821994,1.1011683562,0.578529168974,-0.0413926064865,0.0542852812288,0.812799951413,0.183027729648,0.0826388841538,1.41059336138,112.533602843
1947,1947,16.225,0.930486449731,-0.254798064612,0.178498440192,-0.193419802463,-0.0184184618072,-0.967261714921,1.55517124506,0.0222717316244,0.945001391057,-0.322731188396,0.048175937008,0.146828612298,0.0698220833808,1.11279932126,0.563181350808,-0.0475437210004,0.0609483392762,0.822709949274,0.182934475734,0.0836578140535,1.42276649904,112.459800924
1948,1948,16.233333,0.935233347213,-0.259926733732,0.193272036055,-0.142907660506,-0.0256188488829,-0.973965568751,1.57412863419,-0.0398046720316,-0.697432323081,0.714816117677,-0.0322747690274,0.14607341809,0.0543535895774,1.12506159932,0.548584647011,-0.0545589343273,0.0687951123621,0.831471851757,0.182777967369,0.085107898975,1.4355569333,112.314593156
1949,1949,16.241667,,,,,,,,-0.0504722973448,-0.300068016634,0.952533109988,-0.00961285449702,0.145241608407,0.0394111832207,1.13764357116,0.534564984389,-0.0626235020779,0.0779189298915,0.839194384406,0.182484012012,0.0870730777245,1.44895426619,112.339874778
1950,1950,16.25,,,,,,,,-0.0490113102199,0.161924516988,0.985471056395,0.0150046418184,0.144383696621,0.0253714720327,1.15004709472,0.52039391376,-0.0719198434787,0.0878537905139,0.846344741892,0.181883750933,0.0896521165999,1.46296893932,112.294303442
1951,1951,16.258333,,,,,,,,-0.0371915432035,0.588919962489,0.806505978502,0.0365810543416,0.143678701038,0.0120652320476,1.16120847697,0.506332001361,-0.0809566082766,0.0986964928818,0.852838164171,0.181121955801,0.0929821695491,1.47710676269,112.229617412
1952,1952,16.266667,,,,,,,,-0.0174741102156,0.889124101698,0.454403003385,0.0516807291594,0.14316635336,-0.00139130305391,1.17067972589,0.492117063969,-0.0886336660885,0.111059545607,0.858854263491,0.180333621319,0.0972668428061,1.49111957507,112.259961925
1953,1953,16.275,,,,,,,,0.00742894869605,0.998484760467,0.00468875089177,0.0543231944102,0.142615725291,-0.0157896454877,1.17937457957,0.477149234055,-0.0951122144835,0.122398047643,0.865043925491,0.179337298294,0.102026904349,1.50454216906,112.226859715
1954,1954,16.283333,,,,,,,,0.0304274956097,0.893359327635,-0.445931019579,0.0461389750271,0.142040479852,-0.0311653898246,1.18789508561,0.461519503145,-0.10222291385,0.133860999379,0.870994521766,0.178212165956,0.107299519374,1.51772673945,112.160758003
1955,1955,16.291667,,,,,,,,-0.0454553588228,-0.596670000511,0.800714850825,-0.0278289150584,0.14142645477,-0.0468691451773,1.19708089522,0.446156014008,-0.10844187636,0.143098587655,0.876759924282,0.177025194618,0.112653713242,1.52994834057,112.070035297
1956,1956,16.3,,,,,,,,-0.0531930373495,-0.172330253359,0.983592070837,-0.0044071238554,0.140785714946,-0.0617706672457,1.20621855551,0.431747263938,-0.114410553606,0.148915941057,0.882229317017,0.175965744215,0.117541894517,1.54102034209,112.080789542
1957,1957,16.308333,,,,,,,,-0.0482291480302,0.288998828732,0.955927260237,0.0188864874319,0.140081437889,-0.0758167620323,1.21498316658,0.4185621158,-0.117543818308,0.160798970465,0.886077252327,0.174748720748,0.123883308917,1.55149175993,112.057937781
1958,1958,16.316667,,,,,,,,-0.0326511121392,0.688262806618,0.723617309704,0.0400774624732,0.13960301235,-0.0890181683432,1.2222966071,0.408035242209,-0.121402450571,0.169922701451,0.888760351074,0.173560051545,0.129607936568,1.56106898961,111.950232822
1959,1959,16.325,,,,,,,,-0.010537027285,0.940102008591,0.33680536914,0.0515686708914,0.139267571489,-0.102804422785,1.228114725,0.400475559734,-0.124126931564,0.177908056087,0.890258700882,0.172450008831,0.135042999352,1.56958940727,111.990203339
1960,1960,16.333333,,,,,,,,0.0150672699501,0.991096523952,-0.122063916638,0.0510005670601,0.138843710314,-0.117494605274,1.23334189334,0.395426913148,-0.127663910331,0.184494092853,0.890674694858,0.17139652425,0.139996110191,1.5774383102,111.963184192
1961,1961,16.341667,,,,,,,,0.0364550070507,0.830206628753,-0.554798530132,0.0403308442711,0.138418288098,-0.133112517201,1.23860409643,0.393044482826,-0.130920075328,0.190751191098,0.889938172847,0.170401852301,0.144718913844,1.5845142051,111.845769208
1962,1962,16.35,,,,,,,,-0.0506440873755,-0.49233957912,0.868687466497,-0.0204695089429,0.137997696237,-0.148567053666,1.2444156397,0.391059900239,-0.133565451731,0.197833704906,0.888872459767,0.169346977517,0.149648612536,1.59099479696,111.837404071
1963,1963,16.358333,,,,,,,,-0.0551774182709,-0.0494180255114,0.997250331749,0.00225545878059,0.137442563631,-0.163271431801,1.2500591431,0.3897007373,-0.136057260972,0.204045586366,0.887686406209,0.168301459113,0.154504924597,1.59686904024,111.946169346
1964,1964,16.366667,0.801577273814,-0.29855165238,0.326621656701,0.402068499562,-0.0760780834197,-0.940398132604,1.7813850694,-0.0471862632193,0.404383879119,0.913006311352,0.0258187975059,0.136949713426,-0.176832072412,1.25496866295,0.388365559843,-0.137642537974,0.210627957597,0.886488909771,0.167369239234,0.159698911186,1.60221310959,111.806128956
1965,1965,16.375,0.795650393025,-0.297259093709,0.328796044286,0.412880908434,-0.0757395127538,-0.934763442392,1.78619231909,-0.0298801290693,0.771427792547,0.634106563467,0.0437630545174,0.136695631469,-0.190084452431,1.25819488927,0.386500255107,-0.138267635363,0.217824205143,0.885467237941,0.166566119802,0.165332285731,1.60707916093,111.780888031
1966,1966,16.383333,0.793420753724,-0.292274204461,0.334532334628,0.416109858157,-0.0747683824486,-0.928802079727,1.78961424644,-0.00586489646467,0.97405174549,0.220184232162,0.0520356032347,0.13647403662,-0.203930411345,1.26002882464,0.384444019622,-0.137628421926,0.224495067236,0.884795557201,0.165893329648,0.171156084762,1.61135463882,111.794354415
1967,1967,16.391667,0.794983034173,-0.282763463393,0.341900206607,0.41370405832,-0.0722596067323,-0.922865900621,1.79141345916,0.0194021158563,0.969209140578,-0.240692362958,0.0482118879003,0.136194709712,-0.218759205707,1.26135909768,0.380143398371,-0.138140367828,0.231508859787,0.884766569945,0.164932848089,0.177391723017,1.6155391871,111.709350817
1968,1968,16.4,0.801524066536,-0.270700323895,0.344221764796,0.407175492936,-0.067459325391,-0.917716306268,1.79078833987,0.0400356416053,0.758069172971,-0.650040548463,0.0342864659193,0.135900969988,-0.234237349644,1.26281770562,0.374238468941,-0.136971563889,0.240020379473,0.885197478808,0.164023956948,0.184362853799,1.61928528671,111.640472282
1969,1969,16.408333,0.812819202716,-0.256010825246,0.339221732716,0.398386768236,-0.0602549050941,-0.91299786765,1.787376695,-0.0522203836479,-0.385921269813,0.920964875267,-0.0127084052057,0.135586090155,-0.249378914086,1.26466008569,0.3670874341,-0.136108163193,0.248236919935,0.88605858453,0.16292044263,0.19155437973,1.62271268302,111.723863276
1970,1970,16.416667,0.827102965541,-0.243087803101,0.326986039283,0.387155181408,-0.0515985868254,-0.909206561783,1.78119986882,-0.0531868885084,0.0686520678217,0.99616930815,0.0102351342822,0.135127454871,-0.263682122848,1.2662359243,0.358253506847,-0.134365129221,0.256538324088,0.887574518086,0.161735545277,0.199154599724,1.62566128748,111.676254887
1971,1971,16.425,0.841607123476,-0.229941265972,0.315208459204,0.373454269173,-0.0430940949376,-0.905434423201,1.77334026094,-0.0435858220977,0.508307941862,0.859411841857,0.0336838006794,0.134899861635,-0.276796386822,1.26654258163,0.347941819549,-0.132998311104,0.264798076117,0.889454843338,0.160504446747,0.206937208257,1.62831634313,111.608542484
1972,1972,16.433333,0.854136392051,-0.221605193392,0.302361755586,0.360443519563,-0.0347778965262,-0.902447946923,1.76452862885,-0.0250046330281,0.839786157549,0.540137630464,0.0488397182009,0.134815588607,-0.290023171021,1.26522067702,0.336577922014,-0.131341566209,0.272958102396,0.891604491764,0.159206155994,0.214886462193,1.63050357467,111.628824455
1973,1973,16.441667,0.864820802445,-0.212475034625,0.287977087297,0.352148458055,-0.0268169692728,-0.899281480496,1.75472888424,-0.000220071377665,0.992900258734,0.106107476762,0.0537608700661,0.134755727324,-0.303926087691,1.26264441579,0.324917056031,-0.129833320621,0.280962581143,0.893662264815,0.157837690049,0.222793085642,1.63219742885,111.642835783
1974,1974,16.45,0.871336928962,-0.210654803214,0.271865477006,0.349979531577,-0.0191817315101,-0.89723718736,1.74466293977,0.0242090174799,0.935053046908,-0.350541587803,0.0470140209115,0.134627560773,-0.318803389681,1.25964618792,0.313209505175,-0.127118744706,0.28771759112,0.896079917403,0.156749674813,0.230454537489,1.63304079179,111.569175624
1975,1975,16.458333,0.876279834785,-0.211431261984,0.257024793755,0.348380148688,-0.0124633151125,-0.895519146993,1.73477342764,-0.0423564355998,-0.678715661273,0.732547185125,-0.0304237583355,0.134499891356,-0.334203179346,1.25695406328,0.302100935594,-0.124433185814,0.293498269655,0.898393105879,0.155772437596,0.237607152681,1.63315834306,111.50658489
1976,1976,16.466667,0.879969221729,-0.212631857673,0.244940258238,0.34705349992,-0.00628991662735,-0.893414023479,1.7251176656,-0.0520463154227,-0.278585010635,0.958973477394,-0.00717234659122,0.134311296173,-0.348994303392,1.25450887628,0.292496051049,-0.121782137855,0.297909659026,0.900480430703,0.154993433689,0.244033468381,1.63254089055,111.542040083
1977,1977,16.475,0.883833379941,-0.214087746603,0.235725906547,0.342692705262,-0.000482141501932,-0.890711035984,1.7157733767,-0.0501054193445,0.180759746134,0.982095838143,0.0174105092501,0.134072194001,-0.362744349267,1.2516460276,0.284888448278,-0.116789322624,0.300067913594,0.902861048772,0.154932430602,0.249650934966,1.63073755221,111.551221466
1978,1978,16.483333,0.888357691527,-0.215083411707,0.226224581678,0.336722699796,0.00533760747704,-0.887205036079,1.70609838664,-0.0374943154348,0.601771389117,0.79685260534,0.0386173136353,0.133977591072,-0.375727829329,1.24746212734,0.28006371038,-0.112258829329,0.300672332187,0.90474218539,0.155144525856,0.254200021568,1.62822747035,111.421182678
1979,1979,16.491667,0.891882348658,-0.216228151968,0.223555894391,0.328350459924,0.0107472903819,-0.882381131415,1.69737334182,-0.0174770207449,0.894800137474,0.442986923037,0.052819066072,0.134086496373,-0.388821777542,1.24157587281,0.278429727621,-0.105949370651,0.300696525644,0.905998464182,0.155775800127,0.258065292671,1.62477226138,111.412903208
1980,1980,16.5,0.8950016561,-0.212690561401,0.225449590923,0.320791587518,0.0159889317086,-0.875692896075,1.68895691455,0.00834877988745,0.998509601287,-0.00448907916404,0.0537468341452,0.134061215213,-0.402595260669,1.23492771831,0.279785062769,-0.099082588116,0.301120586528,0.906217055541,0.156442792099,0.2616081149,1.62080923734,111.421543505
1981,1981,16.508333,0.897894062341,-0.207937470468,0.226955106757,0.314705641361,0.0211955100349,-0.86826596318,1.68025086115,0.0288797258814,0.890764884887,-0.451248101033,0.0455964099489,0.134151299732,-0.417714966298,1.22785881271,0.283172823208,-0.0922498225536,0.302467638579,0.905437159635,0.156899434138,0.265067677626,1.61657168109,111.373546414
1982,1982,16.516667,0.899899505343,-0.205201533296,0.231860853998,0.307105446712,0.0259431632475,-0.860686150416,1.67199076919,-0.0454162905445,-0.594644367724,0.802251885132,-0.026969413956,0.134190711327,-0.432696995049,1.22121082169,0.287366204217,-0.0846880960747,0.304893975018,0.904039963196,0.157208778692,0.268634309184,1.61206835166,111.340204592
1983,1983,16.525,0.90214704701,-0.203052010788,0.235147577251,0.299342952814,0.03079313314,-0.853023682391,1.66310842519,-0.0525506915422,-0.172843212647,0.983540507388,-0.00342330056815,0.134137089515,-0.447006526979,1.21457197723,0.292086844304,-0.076871732369,0.307582388932,0.902313186297,0.157423211178,0.272199799344,1.6074215878,111.414871975
1984,1984,16.533333,0.904792756826,-0.200542583652,0.238379165961,0.290358593076,0.035477753429,-0.845018574644,1.65361340695,-0.047304062605,0.285754688093,0.95689535778,0.02139762027,0.134112381644,-0.460249037675,1.20729878766,0.295993459228,-0.0695623307923,0.31031873429,0.900694863635,0.157469901314,0.275790570944,1.60278387081,111.294763186
1985,1985,16.541667,0.908395611908,-0.194605593933,0.242028394963,0.279943442696,0.0400943644517,-0.8359982081,1.6433136352,-0.0320065326356,0.683541527885,0.728058090437,0.0409631355459,0.134198797449,-0.472993426522,1.1985285784,0.298693175834,-0.0621872041823,0.313020571408,0.899407171543,0.157348328339,0.279515845371,1.59804782993,111.289827788
1986,1986,16.55,0.913349959751,-0.193269238939,0.242950557549,0.263465137901,0.0442133232604,-0.828205938441,1.63186011908,-0.0103429418421,0.936886116038,0.345434475796,0.0530325566083,0.134500146172,-0.486110617519,1.18805503365,0.299661235814,-0.0560530595095,0.314616543665,0.898931381543,0.157168966981,0.282993675521,1.59328983578,111.274920836
1987,1987,16.558333,0.921257270046,-0.183779106851,0.241101404308,0.243680928907,0.0496045458422,-0.819040825542,1.61842538064,0.0164039923772,0.992467209333,-0.109908200204,0.0515745573087,0.134632910429,-0.499840042016,1.17703514218,0.29943702799,-0.0494451378126,0.314564160004,0.899412048983,0.157156339806,0.286049251838,1.58806667805,111.239910979
1988,1988,16.566667,0.930303868395,-0.176666433343,0.234304843636,0.220056638228,0.0551126778659,-0.810808231342,1.60297437563,0.0352641959359,0.838507086471,-0.542170067789,0.0413995171183,0.13490893637,-0.514901584009,1.16591489083,0.298111253424,-0.0421668964